1000	
H000000589	H000000592
H000000589	H000000593
H000000589	H000000594
H000000589	H000000595
H000000589	H000000596
H000000589	H000000597
H000000589	PL_E5_FR42
H000000589	H000000667
H000000507	H000000598
H000000598	H000000599
H000000598	H000000600
H000000598	H000000601
H000000598	H000000602
H000000598	H000000603
H000000598	H000000604
H000000598	H000000605
H000000598	H000000606
H000000598	PL_E8_UY01
H000000598	H000000672
H000000507	H000000642
H000000642	H000004230
H000004230	H000004232
H000004230	H000004233
H000004230	H000004234
H000004230	H000004235
H000004230	H000004236
H000000642	H000004231
H000000642	H000004237
H000000642	H000004238
H000000642	H000004239
H000004239	H000004240
H000004239	H000004241
H000000507	H000004364
H000000459	H000000616
H000000616	H000004380
H000000616	H000000617
H000000617	H000000618
H000000617	H000000619
H000000617	H000000620
H000000617	H000000621
H000000617	H000000622
H000000617	H000000623
H000000617	H000000624
H000000617	H000000625
H000000617	H000000675
H000000616	H000000626
H000000626	H000000627
H000000626	H000000628
H000000626	H000000629
H000000626	H000000630
H000000626	H000000631
H000000626	H000000632
H000000626	H000000633
H000000626	H000000634
H000000626	H000000677
H000000616	H000000860
H000000860	H000000861
H000000860	H000000862
H000000860	H000000863
H000000860	H000000864
H000000860	H000000865
H000000860	H000000866
H000000860	H000000676
H000000616	H000004214
H000000616	H000004215
H000000616	H000000643
H000000616	H000004388
H000000459	H000000640
H000000640	H000004216
H000000640	H000004217
H000004217	H000004218
H000004217	H000004219
H000004217	H000004377
H000000640	H000004220
H000000459	H000000646
H000000646	H000004245
H000000646	H000004246
H000000646	H000004247
H000000459	H000000647
H000000647	H000004248
H000000647	H000004249
H000000647	H000004250
H000000459	H000000648
H000000459	H000000970
H000000970	H000004251
H000000970	H000004252
H000004252	H000004253
H000004252	H000004254
H000004252	H000004255
H000000970	H000004256
H000004256	H000004257
H000004256	H000004258
H000000000	H000000687
H000000687	H000000688
H000000688	H000000689
H000000688	H000000690
H000000688	H000000691
H000000688	H000000692
H000000688	H000000693
H000000688	H000000694
H000000688	H000000695
H000000688	H000000696
H000000688	H000000697
H000000688	H000000698
H000000688	H000000699
H000000688	H000000700
H000000688	H000000701
H000000688	H000000702
H000000688	H000000703
H000000688	H000000704
H000000688	H000000705
H000000688	H000000706
H000000688	H000000707
H000000688	H000000708
H000000688	H000000709
H000000688	H000000710
H000000688	H000000711
H000000688	H000000712
H000000688	H000000713
H000000688	H000000714
H000000688	RDC0000100
RDC0000100	RDC0000060
RDC0000060	RDC0000061
RDC0000061	RDC0000110
RDC0000110	RDC0000111
RDC0000110	RDC0000112
RDC0000061	RDC0000120
RDC0000061	RDC0000130
RDC0000130	RDC0000131
RDC0000130	RDC0000132
RDC0000130	RDC0000133
RDC0000130	RDC0000134
RDC0000130	RDC0000135
RDC0000130	RDC0000136
RDC0000130	RDC0000137
RDC0000061	RDC0000150
RDC0000061	RDC0000180
RDC0000180	RDC0000181
RDC0000180	RDC0000182
RDC0000180	RDC0000183
RDC0000180	RDC0000184
RDC0000060	RDC0000062
RDC0000062	RDC0000210
RDC0000062	RDC0000220
RDC0000100	RDC0000065
RDC0000065	RDC0000066
RDC0000066	RDC0000310
RDC0000066	RDC0000320
RDC0000066	RDC0000370
RDC0000066	RDC0000380
RDC0000066	RDC0000390
RDC0000066	RDC0000410
RDC0000066	RDC0000430
RDC0000430	RDC0000432
RDC0000430	RDC0000431
RDC0000066	RDC0000490
RDC0000065	RDC0000068
RDC0000068	RDC0000510
RDC0000068	RDC0000520
RDC0000068	RDC0000530
RDC0000068	RDC0000540
RDC0000068	RDC0000580
RDC0000068	RDC0000600
RDC0000600	RDC0000611
RDC0000600	RDC0000612
RDC0000600	RDC0000613
RDC0000068	RDC0000690
RDC0000065	RDC0000070
RDC0000070	RDC0000810
RDC0000070	RDC0000820
RDC0000100	RDC0000075
RDC0000075	RDC0000076
RDC0000100	RDC0000080
RDC0000080	RDC0000910
RDC0000080	RDC0000920
RDC0000080	RDC0000930
RDC0000080	RDC0000940
RDC0000080	RDC0000950
RDC0000080	RDC0000960
RDC0000080	RDC0000970
RDC0000080	RDC0000980
RDC0000080	RDC0000990
RDC0000990	RDC0000991
RDC0000990	RDC0000992
RDC0000990	RDC0000993
RDC0000100	RDC0000085
RDC0000100	RDC0000086
H000000687	H000000974
H000000974	H000000878
H000000974	H000001053
H000000974	H000001054
H000000974	H000001055
H000000687	H000000975
H000000975	H000000715
H000000715	H000000717
H000000975	H000000718
H000000718	H000000719
H000000718	H000000720
H000000720	H000000722
H000000720	H000001068
H000000718	H000000723
H000000723	H000000724
H000000723	H000000725
H000000725	H000001072
H000000723	H000000726
H000000723	H000000727
H000000723	H000000729
H000000729	H000001073
H000000729	H000001074
H000000729	H000001075
H000000729	H000001076
H000000729	H000004209
H000000723	H000000897
H000000723	H000000910
H000000723	H000001069
H000000723	H000001070
H000000718	H000000736
H000000736	H000004164
H000000718	H000000737
H000000737	H000000728
H000000737	H000001067
H000000718	H000000740
H000000718	H000000741
H000000718	H000000743
H000000743	H000000735
H000000718	H000000744
H000000718	H000000908
H000000908	H000000909
H000000718	H000000797
H000000797	H000000800
H000000797	H000000801
H000000801	H000000804
H000000804	H000001082
H000000801	H000000805
H000000801	H000000806
H000000801	H000000807
H000000801	H000000894
H000000894	H000000802
H000000802	H000001083
H000000894	H000000803
H000000803	H000001084
H000000803	H000001085
H000000797	H000000810
H000000797	H000000892
H000000892	H000001086
H000000797	H000000893
H000000797	H000000895
H000000975	H000000753
H000000753	H000000754
H000000754	H000000755
H000000754	H000000756
H000000756	H000000757
H000000756	H000000758
H000000756	H000000759
H000000759	H000000761
H000000756	H000000762
H000000756	H000000763
H000000754	H000000768
H000000754	H000000771
H000000771	H000000776
H000000754	H000000798
H000000754	H000000889
H000000889	H000001077
H000000889	H000001078
H000000754	H000000890
H000000754	H000000891
H000000891	H000000766
H000000766	H000001079
H000000891	H000000767
H000000891	H000000769
H000000891	H000000954
H000000954	H000001080
H000000753	H000000777
H000000753	H000000778
H000000975	H000000829
H000000829	H000000830
H000000829	H000000831
H000000831	H000000832
H000000831	H000000833
H000000829	H000000911
H000000975	H000000835
H000000975	H000000857
H000000857	H000000858
H000000857	H000000859
H000000857	H000000868
H000000868	H000000869
H000000868	H000000870
H000000868	H000000873
H000000857	H000000874
H000000857	H000000876
H000000857	H000000963
H000000857	H000000867
H000000857	H000000875
H000000857	H000000871
H000000871	H000001071
H000000975	H000000877
H000000975	H000000906
H000000906	H000000813
H000000813	H000000814
H000000813	H000000815
H000000813	H000000817
H000000813	H000000899
H000000906	H000001057
H000000906	H000004192
H000000906	H000000816
H000000906	H000000818
H000000818	H000000820
H000000906	H000000819
H000000975	H000000907
H000000907	H000000837
H000000907	H000000838
H000000907	H000000841
H000000841	H000000843
H000000843	H000000847
H000000841	H000000848
H000000907	H000000854
H000000907	H000000896
H000000907	H000000957
H000000907	H000000958
H000000907	H000000959
H000000959	H000001087
H000000959	H000001088
H000000907	H000000960
H000000960	H000000961
H000000960	H000000962
H000000907	H000001089
H000000907	H000001090
H000000975	H000000964
H000000964	H000004383
H000000964	H000000745
H000000964	H000000836
H000000964	H000000746
H000000964	H000000747
H000000964	H000000748
H000000964	H000000749
H000000964	H000000750
H000000964	H000000751
H000000975	H000001058
H000001058	H000000822
H000001058	H000000825
H000001058	H000001060
H000001060	H000001061
H000001060	H000001062
H000001060	H000001063
H000001060	H000001064
H000001060	H000001065
H000001060	H000001066
H000001060	H000004122
H000001060	H000004211
H000001058	H000004162
H000001058	H000004163
H000001058	H000004161
H000000975	H000000772
H000000975	H000000827
H000000827	H000000924
H000000975	H000000955
H000000955	H000000780
H000000780	H000000781
H000000780	H000000782
H000000780	H000000783
H000000780	H000000784
H000000955	H000000923
H000000975	H000004376
H000004376	H000000773
H000000773	H000001081
H000004376	H000000774
H000004376	H000000775
H000000687	H000004379
H000004379	H000004210
H000000000	H000000888
H000000888	PL_E601011
H000000000	H000000902
H000000902	H000000009
H000000000	H000000011
H000000011	RDC0000099
H000000011	H000000950
H000000000	H000000949
L000000000	L000005044
L000005044	PL_B2_SL01
L000005044	PL_B2_SLPC
L000005044	L000013688
L000000000	L000006294
L000006294	L000006934
L000006294	L000007345
L000007345	L000007346
L000007346	L000007351
L000007346	L000007354
L000007346	L000007358
L000007346	L000007359
L000007346	L000007361
L000007346	L000007362
L000007346	L000007365
L000007346	L000007366
L000007346	L000007367
L000007346	L000007368
L000007346	L000007369
L000007346	L000007370
L000007346	L000007371
L000007346	L000007372
L000007346	L000007378
L000007346	L000007379
L000007346	L000007383
L000007346	L000007384
L000007346	L000007387
L000007346	L000007397
L000007346	L000007401
L000007346	L000007403
L000007346	L000007405
L000007346	L000007410
L000007346	L000007411
L000007346	L000007412
L000007346	L000007417
L000007346	L000007421
L000007346	L000007424
L000007346	L000007427
L000007346	L000007431
L000007346	L000007432
L000007346	L000011559
L000007346	L000011570
L000007346	L000013091
L000007346	L000013092
L000007346	L000013095
L000007346	L000013096
L000007345	L000007433
L000007433	L000007356
L000007433	L000007436
L000007433	L000007445
L000007433	L000011552
L000007433	L000011553
L000007433	L000011554
L000007433	L000013513
L000007433	L000013677
L000006294	L000007449
L000007449	L000011544
L000007449	L000011545
L000007449	L000012515
L000007449	L000012516
L000006294	L000011571
L000006294	L000011572
L000011572	L000006688
L000011572	L000006691
L000011572	L000006692
L000011572	L000006874
L000011572	L000011576
L000011572	L000011577
L000011577	L000006716
L000011577	L000006725
L000011577	L000006728
L000011577	L000006729
L000011577	L000011580
L000011577	L000012374
L000012374	L000006726
L000012374	L000012542
L000012374	L000012546
L000012374	L000006301
L000011577	L000012375
L000012375	L000006717
L000012375	L000006722
L000012375	L000006732
L000012375	L000006734
L000011577	L000012376
L000012376	L000006730
L000012376	L000006304
L000012376	L000006723
L000012376	L000012715
L000011577	L000012377
L000012377	L000006731
L000012377	L000011579
L000011577	L000012478
L000012478	L000006719
L000012478	L000006733
L000012478	L000006302
L000011572	L000011581
L000011581	L000006740
L000011581	L000006741
L000011581	L000007524
L000011581	L000007543
L000011581	L000007544
L000011581	L000007547
L000011581	L000007548
L000011581	L000011582
L000011581	L000012635
L000011572	L000011585
L000011585	L000006718
L000011585	L000006721
L000011585	L000006727
L000011585	L000006743
L000011585	L000006744
L000011585	L000006745
L000011585	L000006964
L000011585	L000006968
L000011585	L000007036
L000007036	L000007039
L000007036	L000012604
L000007036	L000012695
L000007036	L000012697
L000011585	L000007549
L000011585	L000011524
L000011585	L000011587
L000011585	L000012543
L000011585	L000012545
L000011585	L000012636
L000011572	L000012322
L000012322	L000006695
L000012322	L000007308
L000012322	L000007328
L000011572	L000012323
L000012323	L000006685
L000012323	L000006686
L000012323	L000007311
L000012323	L000007335
L000012323	L000006299
L000012323	L000006303
L000012323	L000006306
L000012323	L000006349
L000011572	L000012324
L000012324	L000006697
L000012324	L000006700
L000012324	L000006701
L000012324	L000007320
L000012324	L000007343
L000012324	L000006305
L000012324	L000006694
L000012324	L000006300
L000011572	L000012541
L000011572	L000012544
L000006294	L000011594
L000011594	L000006878
L000011594	L000011619
L000011619	L000012378
L000012378	L000007510
L000012378	L000007515
L000012378	L000007523
L000012378	L000011624
L000012378	L000011627
L000011619	L000012379
L000012379	L000007588
L000012379	L000011623
L000012379	L000012648
L000012379	L000012658
L000012379	L000007522
L000012379	L000011629
L000012379	L000012644
L000011619	L000012380
L000012380	L000007584
L000012380	L000011633
L000012380	L000007529
L000012380	L000007577
L000011619	L000012381
L000012381	L000012579
L000012381	L000012649
L000012381	L000007582
L000012381	L000007528
L000012381	L000011630
L000011619	L000012382
L000012382	L000006918
L000012382	L000011637
L000011619	L000012383
L000012383	L000012645
L000011619	L000012384
L000012384	L000006920
L000012384	L000012646
L000011619	L000012385
L000012385	L000012647
L000012385	L000011636
L000011619	L000013629
L000013629	L000006877
L000013629	L000012581
L000011619	L000013630
L000013630	L000007508
L000013630	L000012582
L000013630	L000012650
L000011594	L000011638
L000011638	L000012386
L000012386	L000006905
L000012386	L000006910
L000012386	L000006912
L000012386	L000011655
L000012386	L000012573
L000011638	L000013220
L000013220	L000006908
L000013220	L000011645
L000011645	L000006911
L000011645	L000011646
L000011645	L000011647
L000011645	L000011648
L000011645	L000012663
L000011638	L000013631
L000013631	L000012387
L000012387	L000007579
L000012387	L000011644
L000013631	L000012388
L000012388	L000006907
L000012388	L000007583
L000012388	L000011641
L000012388	L000011642
L000012388	L000011643
L000012388	L000012654
L000011638	L000013632
L000013632	L000006386
L000013632	L000012651
L000013632	L000012718
L000013632	L000006345
L000013632	L000006350
L000011638	L000013633
L000013633	L000012390
L000012390	L000006979
L000012390	L000006981
L000012390	L000006985
L000012390	L000011651
